zips/2025091118/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Todd-Road-Intersection-Improvements_CEQA_Initial_Study_MND-Sept2025.PDF:congested-headed hayfield tarplant (Hemizonia congesta ssp. congesta). Congested-headed
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Empetrum nigrum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Eriogonum nudum var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Erysimum concinnum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Gilia capitata ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Gilia millefoliata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Glehnia littoralis ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Hesperevax sparsiflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Horkelia sericata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Hosackia gracilis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris bracteata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Iris innominata
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus delnorticus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus japonicus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lathyrus palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium bolanderi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lilium occidentale
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lycopodium clavatum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Lysimachia europaea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Mitellastra caulescens
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Moneses uniflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Monotropa uniflora
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Oenothera wolfii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Oxalis suksdorfii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Packera bolanderi var.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pinguicula macroceras
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pityopus californicus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pleuropogon refractus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Polemonium carneum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Potamogeton foliosus
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Pyrrocoma racemosa
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Ribes laxiflorum
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Romanzoffia tracyi
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sabulina howellii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sagittaria sanfordii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sanguisorba officinalis
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malachroides
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea oregana ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sulcaria spiralifera
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Usnea longissima
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola langsdorffii
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Viola palustris
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Two special status plants were observed on the parcel, Sand dune phacelia (Phacelia argentea)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:and Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) (Figure 2). A list of plants recored
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sand dune phacelia (Phacelia argentea) has a CRPR of 1B.1 and is listed as threatened under
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula has a CRPR of 1B.2. The plants are rhizomatous and like the
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea (CRPR 18.1, Ff)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patula (CRPR 1B.2)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Results from these surveys revealed a population of the sand dune phacelia (Phacelia argentea)
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp. patu/a
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:The potential impact to Siskiyou checkerbloom ( Sidalcea malviflora spp. patu/a) was estimated to
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patu/a) is a rhizomatous species. Because of
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:(Sida/cea malviflora ssp. patu/a) and sand dune phacelia (Phacelia argentea), it is recommended
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:mitigate the impacts to the rare species sand dune phacelia (Phacelia argentea). There is not
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patu/a) which is considered a habitat generalist
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Siskiyou checkerbloom (Sidalcea malviflora ssp. patu/a) does not suffer the same difficulty in
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:checkerbloom ( Sidalcea malviflora ssp. patula) (Hill, 2018; Vander et al., 2021 ) In order to mitigate
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Hill, S. R. 2018. Plant Species Evaluation Form-Sidalcea malviflora ssp. patula. USFS. Retrieved April
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Photo 3: Sand dune phacelia (Phacelia argentea), CRPR 1B.l was reobserved 04/ 14/ 25 in the
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Photo 4. Siskiyou checkerbloom (Sidalcea malviflora ssp. patula) in its vegetative life phase growing
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Phacelia argentea
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:D. Phacelia argentea seedlings
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Photo 5: Phacelia argentea seedlings propagated by Asher Budnik.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Impacts include 657 sq ft of Phacelia argentea and 1,995 sq ft of Sidalcea ma/viflora ssp. patula.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Option 3- Modified Footprint to Preserve the Phacelia argentea Patch
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Reconfigured footprint to maintain a 15-foot buffer to the Phacelia argentea occurrence in
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:[:-'-'·.,:_) ::5·: / ..:·.J Phacelia argentea (683
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:~ ::: tf_·-.:~'.'i :_ :::{-::,] Phacelia argentea (683
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:L:o ~o.~ - ·? Sidalcea malviflora ssp.
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:~'.'•:-.:/ ~:;:.~ . .·:.·:-] Phacelia argentea (683
zips/2025091126/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CHISHOLM FINAL MND OCR.PDF:Sidalcea malviflora ssp.
zips/2025091138/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix B Final_BRA-JD-NPPP_Victorville MRF.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:6.1.1 California Jewelflower (Caulanthus californicus)................................................. 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:6.1.2 San Joaquin Woollythreads (Monolopia congdonii) ............................................ 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:6.1.3 Kern Mallow (Eremalche parryi ssp. kernensis).................................................. 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:6.2.1 Recurved larkspur (Delphinium recurvatum)....................................................... 6-20
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:6.2.2 Lemmon's jewelflower (Caulanthus lemmonii) .................................................... 6-20
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:California jewelflower (Caulanthus californicus) – FE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:San Joaquin woollythreads (Monolopia congdonii) – FE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:California jewelflower (Caulanthus californicus) – SE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Allium howellii var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Caulanthus californicus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Caulanthus lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Clarkia xantiana ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Delphinium recurvatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eremalche parryi ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eriastrum hooveri
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex flavida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eriogonum gossypinum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eschscholzia lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Fritillaria agrestis
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia chrysantha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia ferrisiae
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eriogonum nudum var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia glabrata ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Layia heterotricha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Layia munzii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lepidium jaredii ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Madia radiata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Monolopia congdonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Puccinellia simplex
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Stylocline citroleum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Trichostema ovatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:California Jewelflower (Caulanthus californicus)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:San Joaquin Woollythreads (Monolopia congdonii)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Kern Mallow (Eremalche parryi ssp. kernensis)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Recurved larkspur (Delphinium recurvatum)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lemmon's jewelflower (Caulanthus lemmonii)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Allium howellii var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Astragalus macrodon
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Androsace elongata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Caulanthus lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Clarkia xantiana ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Atriplex flavida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eriogonum nudum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eriastrum hooveri
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eremalche parryi ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Fritillaria agrestis
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia chrysantha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia ferrisiae
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia glabrata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Layia heterotricha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Layia munzii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Madia radiata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Monolopia congdonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Puccinellia simplex
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Stylocline citroleum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Trichostema ovatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lepidium jaredii ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:April. A reference site for California jewelflower (Caulanthus californicus) was not visited in 2023;
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Eremalche parryi
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:(Monolopia congdonii) was observed at a reference site near the Project site 2.7 miles north, none
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Astragalus didymocarpus var. didymocarpus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Astragalus lentiginosus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/App B Bio Report.PDF:Lasthenia californica
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Allium howellii var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex flavida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Caulanthus lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Clarkia xantiana ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eremalche parryi ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriastrum hooveri
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriogonum nudum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Fritillaria agrestis
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia chrysantha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia ferrisiae
