zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:sycamore (Platanus racemosa), California black walnut (Juglans californica), Oregon ash
zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:racemosa), California black walnut (Juglans californica), Oregon ash (Fraxinus latifolia),
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:(Ceanothus purpureus), a CNPS Rank 1B.2 plant with sensitive regulatory status, had
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:Wavyleaf ceanothus (Ceanothus foliosus var. foliosus) now provides extensive cover in
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sedum paradisum ssp. paradisum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Anomobryum julaceum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos refugioensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus didymocarpus var. milesianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Atriplex coulteri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Atriplex serenana var. davidsonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calochortus fimbriatus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calystegia sepium ssp. binghamiae
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Centromadia parryi ssp. australis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Delphinium umbraculorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fritillaria ojaiensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia cuneata var. puberula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Juncus luciensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia glabrata ssp. coulteri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Layia heterotricha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lonicera subspicata var. subspicata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Malacothrix saxatilis var. arachnoidea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monardella hypoleuca ssp. hypoleuca
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Nasturtium gambelii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pelazoneuron puberulum var. sonorense
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Quercus dumosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Scrophularia atrata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Suaeda esteroa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Thermopsis macrophylla
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Marsh Sandwort Arenaria paludicola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abies amabilis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abies lasiocarpa var. lasiocarpa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja schizotricha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chaenactis suffrutescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum diclinum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium hendersonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium oregonum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eurybia merita
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gentiana plurisetosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Potamogeton robbinsii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ptilidium californicum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Rubus nivalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene marmorensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Smilax jamesii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Tauschia howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Vaccinium scoparium
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Brasenia schreberi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calystegia purpurata ssp. saxicola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cuscuta pacifica var. papillata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erigeron supplex
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. tomentosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Glyceria grandis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia tenuiloba
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Kopsiopsis hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lathyrus palustris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium maritimum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lycopodium clavatum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Potamogeton epihydrus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea calycosa ssp. rhizomata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. purpurea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sulcaria spiralifera
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium buckwestiorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium trichocalyx
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos nummularia ssp. mendocinoensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fissidens pauperculus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperolinon adenophyllum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Kopsiopsis hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium maritimum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Packera bolanderi var. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pinus contorta ssp. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pleuropogon hooverianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ramalina thrausta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Rhynchospora alba
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sanguisorba officinalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea calycosa ssp. rhizomata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. purpurea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus glandulosus ssp. hoffmanii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium buckwestiorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium trichocalyx
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abronia umbellata var. breviflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arabis mcdonaldiana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos stanfordiana ssp. raichei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis foliosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine angulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja litoralis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ceanothus foliosus var. vineatus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Clarkia amoena ssp. whitneyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum kelloggii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gentiana setigera
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sedum eastwoodiae
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Thermopsis robusta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Viburnum ellipticum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monterey Clover Trifolium trichocalyx
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Buxbaumia viridis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chaenactis suffrutescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriastrum tracyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Harmonia doris-nilesiae
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Juncus dudleyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Juncus regelii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lewisia cotyledon var. heckneri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Limnanthes floccosa ssp. floccosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mielichhoferia elongata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Penstemon tracyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sedum paradisum ssp. paradisum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Alisma gramineum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos nummularia ssp. mendocinoensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus agnicidus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Brasenia schreberi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex lyngbyei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja mendocinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium revolutum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fissidens pauperculus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hemizonia congesta ssp. congesta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperolinon adenophyllum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Kopsiopsis hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium maritimum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lycopodium clavatum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Packera bolanderi var. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pinus contorta ssp. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pleuropogon hooverianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ramalina thrausta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Rhynchospora alba
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sanguisorba officinalis
