zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Crownscale, Atriplex coronata var. coronata: Moderate potential
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Congdon’s tarplant; Centromadia parryi ssp. congdonii: High potential
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Limosella australis
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Madia radiata
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Malacothamnus hallii
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Meconella oregana
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Micropus amphibolus
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Microseris paludosa
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Monolopia gracilens
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Myosurus minimus ssp. apus
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Navarretia gowenii
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Navarretia leucocephala ssp. bakeri
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Neostapfia colusana
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Oenothera deltoides ssp. howellii
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Pentachaeta bellidiflora
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Phacelia phacelioides
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Plagiobothrys hystriculus
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Polygonum marinense
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Puccinellia simplex
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Ranunculus lobbii
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Sanicula saxatilis
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Senecio aphanactis
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Spergularia macrotheca var. longistyla
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Streptanthus hispidus
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Stuckenia filiformis ssp. alpina
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Suaeda californica
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Symphyotrichum lentum
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Trifolium hydrophilum
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Triquetrella californica
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Tropidocarpum capparideum
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Viburnum ellipticum
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Lessingia glandulifera .
zips/2025110098/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Marathon Draft ISMND Sept 2025 Signed.PDF:Eriogonum nudum var. auriculatum ; feeds
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:tracyina (Tracyina rostrata), that has a polygon that overlaps with the project parcel, and has a
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Glandular Western flax (Hesperolinon adenophyllum) located approximately 1.1 miles north of the
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:are Bent-flowered fiddleneck (Amsinckia lunaris), Colusa layia (Layia septentrionalis), Konocti
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:manzanita (Arctostaphylos manzanita ssp. elegans), Mayacamas popcornflower (Plagiobothrys
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:lithocaryus), and Watershield (Brasenia schreberi) located approximately 3.8 miles southeast of the
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:leather oak (Quercus durata), mountain mahogany (Cercocarpus betuloides), coyote brush (Baccharis
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:pilularis), common manzanita (Arctostaphylos manzanita), hoary manzanita (Arctostaphylos
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:canescens), whiteleaf manzanita (Arctostaphylos viscida), buck brush (Ceanothus cuneatus),
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:tenellus), common fiddleneck (Amsinckia intermedia), farewell-to-spring (Clarkia amoena), lowland
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:English plantain (Plantago lanceolata), soap plant (Chlorogalum pomeridianum), milk thistle
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:tenuis), bluehead gilia (Gilia capitata), nut sedge (Cyperus eragrostis), houndstongue (Cynoglossum
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Fritillaria pluriflora)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Lupinus antoninus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Arctostaphylos bakeri ssp. bakeri)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Limnanthes bakeri)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Navarretia leucocephala ssp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Tracyina rostrata)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Amsinckia lunaris)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Balsamorhiza macrolepis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Gratiola heterosepala)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Horkelia bolanderi)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Carex comosa)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Rhynchospora capitellata)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Lasthenia burkei)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Puccinellia simplex)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Imperata brevifolia)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ceanothus divergens)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Astragalus claranus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Lupinus sericatus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Layia septentrionalis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Hemizonia congesta ssp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Cryptantha excavata)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Hesperolinon drymarioides)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Downingia pusilla)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Chlorogalum pomeridianum var. minus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus vernalis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Potamogeton zosteriformis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Navarretia leucocephala ssp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Allium peninsulare var. franciscanum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus brachiatus ssp. hoffmanii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Hesperolinon adenophyllum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Alisma gramineum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus hesperidis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Erigeron greenei)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Harmonia hallii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus glandulosus spp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ceanothus purpureus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Delphinium californicum ssp. interius)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Brodiaea rosea)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Eryngium jepsonii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Cuscuta jepsonii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Leptosiphon jepsonii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Astragalus rattanii var. jepsonianus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Sidalcea keckii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Sidalcea oregana ssp. valida)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Arctostaphylos manzanita ssp. elegans)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus morrisonii ssp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Sidalcea hickmanii spp. pillsburiensis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Eryngium constancei)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Navarretia leucocephala spp. plieantha)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Sidalcea oregana ssp. hydrophila)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Plagiobothrys lithocaryus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Lupinus milo-bakeri)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus morrisonii ssp. morrisonii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Calystegia collina ssp. oxyphylla)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Trichostema ruygtii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Sidalcea hickmanii ssp. napensis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Amorpha californica var. napensis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Brodiaea leptandra)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Pleuropogon hooverianus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Carex praticola)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Potamogeton epihydrus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Polemonium carneum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Viburnum ellipticum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Centromadia parryi ssp. parryi)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Cordylanthus tenuis ssp. capillaris)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Cuscuta obtusiflora var.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Castilleja rubicundula var. rubicundula)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Navarretia paradoxinota)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Arctostaphylos stanfordiana ssp.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ceanothus confusus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Arctostaphylos stanfordiana
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Trifolium hydrophilum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Extriplex joaquinana)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Horkelia tenuiloba)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Limnanthes vinculans)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Erigeron serpentinus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Hesperolinon sharsmithiae)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Navarretia nigelliformis ssp. radians)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Orcuttia tenuis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Calycadenia micrantha)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Kopsiopsis hookeri)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Eriogonum nervulosum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus brachiatus ssp. brachiatus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Penstemon newberryi var. sonomensis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ceanothus sonomensis)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Horkelia tenuiloba)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Calystegia collina ssp. tridactylosa)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Streptanthus morrisonii spp. elatus)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Eriastrum tracyi)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Hesperolinon bicarpellatum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ceanothus foliosus var.
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Arctostaphylos densiflora)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Brasenia schreberi)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Rhynchospora alba)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Limnanthes floccosa ssp. floccosa)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Ramalina thrausta)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Triquetrella californica)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Mielichhoferia elongata)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Anomobryum julaceum)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:(Grimmia torenii)
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Arctostaphylos manzanita
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Ceanothus cuneatus
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Cercocarpus betuloides
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Chlorogalum pomeridianum
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Clarkia amoena
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Eriophyllum lanatum
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Gilia capitata
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Lupinus albifrons
zips/2025110099/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Attachment 2 Biological Resources Assessment.PDF:Quercus durata
