zips/2025020047/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/BolinasAve_Public Draft ISMND_20250130 reduced.PDF:Allium peninsulare var.
zips/2025020020/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Resources Supporting Information COMBINED.PDF:Showy Indian Clover Trifolium amoenum
zips/2025020020/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Resources Supporting Information COMBINED.PDF:Tiburon Paintbrush Castilleja affinis ssp. neglecta
zips/2025020020/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Resources Supporting Information COMBINED.PDF:coyote brush, buck brush (Ceanothus cuneatus), wavy-leaf ceanothus (Ceanothus foliosus), hairy
zips/2025020020/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Resources Supporting Information COMBINED.PDF:(Arctostaphylos glauca), mountain mahogany (Cercocarpus betuloides), creek dogwood (Cornus
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:(Pinus radiata) is also present but is not dominant in the overstory. The native toyon
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:Franciscan onion, (Allium peninsulare-var. franciscanum), CRPR 1B.2;
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:bent-flowered fiddleneck (Amsinckia lunaris), CRPR 1B.2; and
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:western leatherwood (Dirca occidentalis), CRPR 1B.2.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:species), redwood (Sequoia sempervirens), or pine (Pinus radiata) tree that has a
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:Species: Pinus radiata (Monterey Pine)
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/CunninghamTankRepl_Draft_ISMND_2025-01-24.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Three larval host plants: Lupinus albifrons,
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Allium peninsulare-var.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Amsinckia lunaris
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Arctostaphylos imbricata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Arctostaphylos pacifica
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Centromadia parryi ssp.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Chorizanthe cuspidata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Chorizanthe robusta var.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Cirsium andrewsii
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Collinsia multicolor
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Dirca occidentalis
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Eriophyllum latilobum
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Fritillaria biflora var.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Fritillaria liliacea
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Gilia millefoliata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Grindelia hirsutula var.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Helianthella castanea
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Hemizonia congesta ssp.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Heteranthera dubia
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Horkelia cuneata var.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Horkelia marinensis
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Hypogymnia schizidiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Leptosiphon rosaceus
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Malacothamnus arcuatus
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Monolopia gracilens
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pentachaeta bellidiflora
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Plagiobothrys chorisianus
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Polemonium carneum
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Silene scouleri ssp.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Silene verecunda ssp.
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Trifolium amoenum
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Triphysaria floribunda
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Triquetrella californica
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:San Mateo thorn-mint (Acanthomintha duttonii), FE, SE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Robbins’ broomrape (Aphyllon robbinsii), CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Anderson’s manzanita (Arctostaphylos andersonii), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Franciscan manzanita (Arctostaphylos franciscana), FE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Presidio manzanita (Arctostaphylos montana ssp. ravenii), FE, SE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:ocean bluff milk-vetch (Astragalus nuttallii var. nuttallii), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:coastal marsh milk-vetch (Astragalus pycnostachyus var. pycnostachyus), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Johnny-nip (Castilleja ambigua var. ambigua), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Point Reye’s salty bird’s beak (Chloropyron maritimum ssp. palustre), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:fountain thistle (Cirsium fontinale var. fontinale), FE, SE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:compact cobwebby thistle (Cirsium occidentale var. compactum), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:round-headed collinsia (Collinsia corymbosa), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:clustered lady’s slipper (Cypripedium fasciculatum), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:California bottle-brush grass (Elymus californicus), CRPR 4.3
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:San Francisco wallflower (Erysimum franciscanum), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:blue coast gilia (Gilia capitata ssp. chamissonis), CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:short-leaved evax (Hesperevax sparsiflora var. brevifolia), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Marin western flax (Hesperolinon congestum), FT, ST, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Harlequin lotus (Hosackia gracilis), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:coast iris (Iris longipetala), CRPR 4.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:perennial goldfields (Lasthenia californica ssp. macrantha), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:coast yellow leptosiphon (Leptosiphon croceus), SE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Woolly-headed lessingia (Lessingia hololeuca), CRPR 3
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Ornduff’s meadowfoam (Limnanthes douglasii ssp. ornduffii), CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:San Mateo tree lupine (Lupinus arboreus var. eximius), CRPR 3.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Northern curly-leaved monardella (Monardella sinuata ssp. nigrescens), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Marin knotweed (Polygonum marinense), CRPR 3.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Hickman’s cinquefoil (Potentilla hickmanii), FE, SE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Adobe sanicle (Sanicula maritima), CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:chaparral ragwort (Senecio aphanactis), CRPR 2B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:California seablite (Suaeda californica), FE, CRPR 1B.1
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Saline clover (Trifolium hydrophilum), CRPR 1B.2
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:redwood (Sequoia sempervirens), or pine (Pinus radiata) tree that has a diameter of six inches or
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Species: Pinus radiata (Monterey Pine)
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:1. Any native bay (Umbellularia californica), buckeye (Aesculus species), oak (Quercus species), redwood (Sequoia sempervirens), or pine (Pinus radiata) tree that has a diameter of
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2025020008/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendices A-G Combined_2025-02.PDF:Pinus radiata
zips/2024100681/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/MND_OCR.PDF:Bogg’s lake hedge-hyssop (Gratiola heterosepala). This California endangered species is protected pursuant to
zips/2024100681/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/MND_OCR.PDF:Sacramento Orcutt grass (Orcuttia viscida). This species is a federally and state endangered plant and is a CNPS
